fund_code,transaction_date,apply_amt,redeem_amt,uv_key_page_1,uv_key_page_2,uv_key_page_3,date
160717,2024-08-23,2200.865479,1642.353947,3258.601496,2401.0,3404.125308,2024-08-23
161024,2024-08-23,4434.613253,3804.994843,8614.725501,2401.0,17659.807505,2024-08-23
161028,2024-08-23,14942.985607,32823.886378,38779.127375,2401.0,77691.912219,2024-08-23
164402,2024-08-23,5328.732653,5618.473853,11566.880897,2401.0,30619.197491,2024-08-23
164906,2024-08-23,6933.595655,15145.151191,32811.944643,2401.0,38568.612345,2024-08-23
166016,2024-08-23,23073.465423,111635.503825,7851.078699,3779.944086,10709.279401,2024-08-23
168204,2024-08-23,5516.916844,4727.163184,10276.946522,2401.0,30756.244188,2024-08-23
530028,2024-08-23,16779.887828,28053.060876,9900.421318,5132.043973,7764.894694,2024-08-23
000086,2024-08-24,1757.707679,1461.979896,5694.359287,4186.139193,3431.675933,2024-08-24
000192,2024-08-24,1648.913992,5155.404216,3199.261689,2583.257979,2935.058263,2024-08-24
000385,2024-08-24,1601.004203,2027.479658,2482.945448,2413.009247,2513.321777,2024-08-24
000402,2024-08-24,1513.974303,1360.229493,2841.103568,2491.422563,2706.17615,2024-08-24
000965,2024-08-24,1371.542282,1469.076121,2484.3583,2401.0,2519.679614,2024-08-24
001016,2024-08-24,1505.870958,1642.133027,3874.605206,2401.0,3035.370794,2024-08-24
001316,2024-08-24,1906.429027,4596.08806,5053.630657,3000.755906,3796.19189,2024-08-24
001338,2024-08-24,2240.304589,3666.107684,4569.728659,2980.269544,4195.322734,2024-08-24
001407,2024-08-24,1350.248296,1350.45762,2433.495609,2401.0,2451.156265,2024-08-24
001480,2024-08-24,1362.755801,1628.879421,4293.515986,2401.0,5279.687064,2024-08-24
050027,2024-08-24,3502.959635,12272.392823,7810.105975,4050.505348,5177.961681,2024-08-24
100050,2024-08-24,2825.382451,4539.813744,5483.137831,3399.886751,4468.003276,2024-08-24
160717,2024-08-24,1361.643829,1429.420101,2907.507638,2401.0,2717.47897,2024-08-24
161024,2024-08-24,1527.966533,1489.625469,5481.018552,2401.0,6310.362997,2024-08-24
161028,2024-08-24,2437.331562,5759.796449,20663.53202,2401.0,22175.284245,2024-08-24
164402,2024-08-24,1694.329173,1790.66071,6872.678311,2401.0,9456.785619,2024-08-24
164906,2024-08-24,1965.295163,6042.291164,19101.623529,2401.0,13047.550366,2024-08-24
166016,2024-08-24,3082.496339,16164.364712,5066.34633,3102.481289,5064.933477,2024-08-24
168204,2024-08-24,2049.450278,1848.31414,6616.245573,2401.0,10698.683007,2024-08-24
530028,2024-08-24,4226.350329,39512.451343,7554.379664,4715.252472,4405.131338,2024-08-24
000086,2024-08-25,1548.613363,1361.179608,4230.644048,3305.932056,2985.214528,2024-08-25
000192,2024-08-25,2217.906163,4004.790069,2828.387895,2501.312531,2653.19418,2024-08-25
000385,2024-08-25,1564.267021,2141.108725,2458.926954,2410.183542,2457.514102,2024-08-25
000402,2024-08-25,1410.666836,1422.365491,2631.294965,2452.569118,2546.523812,2024-08-25
000965,2024-08-25,1359.039546,1455.166798,2444.092003,2401.0,2464.578365,2024-08-25
001016,2024-08-25,1575.666293,1395.313537,3435.208064,2401.0,2734.433201,2024-08-25
001316,2024-08-25,1747.63301,4072.17018,3780.650512,2781.763761,3062.921418,2024-08-25
001338,2024-08-25,3680.832847,3760.737856,3566.603351,2729.488217,3206.325952,2024-08-25
001407,2024-08-25,1349.977361,1349.977361,2413.009247,2401.0,2417.954231,2024-08-25
001480,2024-08-25,1359.320343,1606.473571,3255.069365,2401.0,3677.512276,2024-08-25
050027,2024-08-25,5736.134544,11276.8353,5364.458217,3319.354155,4013.064756,2024-08-25
100050,2024-08-25,2412.721058,1539.22248,4126.09296,2980.269544,3538.3463,2024-08-25
160717,2024-08-25,1383.646581,1370.122582,2663.790574,2401.0,2575.48729,2024-08-25
161024,2024-08-25,1477.166299,1893.465376,4063.927448,2401.0,4465.883997,2024-08-25
161028,2024-08-25,2021.513449,4222.14807,12533.978466,2401.0,12699.98864,2024-08-25
164402,2024-08-25,1729.340227,2199.560439,4684.876142,2401.0,6074.416622,2024-08-25
164906,2024-08-25,1597.212086,6270.908905,11148.676543,2401.0,7565.682485,2024-08-25
166016,2024-08-25,2045.513319,5616.229047,4152.937158,2751.387432,3604.75037,2024-08-25
168204,2024-08-25,1625.444342,2338.289427,4419.259863,2401.0,6765.301517,2024-08-25
530028,2024-08-25,10772.79176,17145.16212,5541.064785,4123.973681,3493.841445,2024-08-25
000086,2024-08-26,1707.166893,1349.977361,7040.807764,4333.782284,5396.247399,2024-08-26
000192,2024-08-26,4764.854329,27311.845196,3685.282965,2635.533523,4222.873359,2024-08-26
000385,2024-08-26,2267.563375,3353.989407,2537.340271,2419.367083,2733.726775,2024-08-26
000402,2024-08-26,2737.790794,1732.947566,2992.985217,2516.147483,3262.840054,2024-08-26
000965,2024-08-26,1680.482923,1613.976958,2509.789646,2401.0,2825.56219,2024-08-26
001016,2024-08-26,2528.322859,1542.213875,4715.252472,2401.0,4803.555756,2024-08-26
001316,2024-08-26,5143.705019,8758.961078,6113.270067,3131.444767,6502.510943,2024-08-26
001338,2024-08-26,11209.009501,12097.828867,5949.379171,3143.454013,8296.833678,2024-08-26
001407,2024-08-26,1831.141457,1380.686506,2465.991217,2401.0,2563.478043,2024-08-26
001480,2024-08-26,3471.384743,5337.694212,6006.599699,2401.0,14414.485205,2024-08-26
050027,2024-08-26,13681.988468,31634.321726,9669.419927,4244.772574,9245.564163,2024-08-26
100050,2024-08-26,17543.110488,5500.851364,7380.598801,3820.210383,7101.560423,2024-08-26
160717,2024-08-26,1985.222769,1595.162733,3195.729558,2401.0,3369.510421,2024-08-26
161024,2024-08-26,4504.023264,3972.25856,7788.913187,2401.0,18058.231924,2024-08-26
161028,2024-08-26,11334.243968,27868.987151,35277.372338,2401.0,82756.988599,2024-08-26
164402,2024-08-26,6258.09909,5531.615347,10274.827243,2401.0,31228.843365,2024-08-26
164906,2024-08-26,7425.397966,11209.558687,30033.57011,2401.0,39272.212914,2024-08-26
166016,2024-08-26,6037.335326,266587.199504,7880.748603,3758.044871,10678.196645,2024-08-26
168204,2024-08-26,5598.745222,5846.448828,9451.840635,2401.0,30675.711593,2024-08-26
530028,2024-08-26,43015.231814,76212.964092,8818.882694,4752.693064,7841.188731,2024-08-26
000086,2024-08-27,2397.759477,1705.075707,8451.541032,5536.119801,5697.891418,2024-08-27
000192,2024-08-27,4900.811704,65743.693262,4090.06522,2829.094322,4480.718949,2024-08-27
000385,2024-08-27,2729.698503,3668.227751,2572.661584,2428.550625,2749.974579,2024-08-27
000402,2024-08-27,1594.164228,5028.256459,3199.261689,2611.515029,3348.317633,2024-08-27
000965,2024-08-27,1483.935451,2033.666192,2545.817386,2401.0,2798.011566,2024-08-27
001016,2024-08-27,2284.904959,3548.378609,5035.97,2401.0,4816.271429,2024-08-27
001316,2024-08-27,4438.407429,11241.83969,7380.598801,3556.713383,6798.503552,2024-08-27
001338,2024-08-27,8622.285833,14342.191718,6665.695412,3543.291284,8642.982552,2024-08-27
001407,2024-08-27,1360.912304,1596.725432,2468.816922,2401.0,2558.533059,2024-08-27
001480,2024-08-27,3471.442778,6410.51892,6619.071278,2401.0,14527.513409,2024-08-27
050027,2024-08-27,10369.629028,100593.088093,12418.830983,5564.376852,10064.312214,2024-08-27
100050,2024-08-27,19246.50876,2747.237003,8239.61315,4380.406418,7528.241892,2024-08-27
160717,2024-08-27,1903.951216,1634.917861,3395.648193,2401.0,3450.043016,2024-08-27
161024,2024-08-27,5538.28084,5032.784111,9082.379694,2401.0,18061.057629,2024-08-27
161028,2024-08-27,10428.36414,19433.412023,42653.169058,2401.0,80826.325594,2024-08-27
164402,2024-08-27,6233.975945,7402.997697,12045.837911,2401.0,30930.025051,2024-08-27
164906,2024-08-27,12015.932105,13628.28511,36443.682115,2401.0,40565.67942,2024-08-27
166016,2024-08-27,4963.453538,430612.385622,8472.73382,4245.479,10895.775938,2024-08-27
168204,2024-08-27,11210.799787,7980.466616,10998.914174,2401.0,32557.631185,2024-08-27
530028,2024-08-27,14310.614713,270465.199321,11540.743125,6150.004233,8669.82675,2024-08-27
000086,2024-08-28,1724.608236,1354.95677,8837.249777,6145.765675,5769.946898,2024-08-28
000192,2024-08-28,3000.861788,50414.628816,4196.735587,2911.746196,4523.104525,2024-08-28
000385,2024-08-28,2440.034357,5593.92133,2574.074437,2428.550625,2749.974579,2024-08-28
000402,2024-08-28,1688.883484,12760.440297,3218.335198,2624.230702,3346.198354,2024-08-28
000965,2024-08-28,1657.514395,1845.303508,2538.753123,2401.0,2822.736485,2024-08-28
001016,2024-08-28,2773.181916,2308.887056,5013.364359,2401.0,5067.759182,2024-08-28
001316,2024-08-28,4142.918123,16335.975257,7209.643643,3481.832198,6838.769849,2024-08-28
001338,2024-08-28,7944.963924,16690.043942,6595.052785,3430.969507,8715.744458,2024-08-28
001407,2024-08-28,1352.90346,1490.681466,2465.284791,2401.0,2552.175223,2024-08-28
001480,2024-08-28,3791.68976,5951.119966,6671.346823,2401.0,14864.478742,2024-08-28
050027,2024-08-28,10379.11501,92359.602361,13071.56886,6180.380563,10249.395897,2024-08-28
100050,2024-08-28,18503.69039,3000.322681,8154.135571,4373.342155,7528.948319,2024-08-28
160717,2024-08-28,1867.561048,1642.250667,3354.675469,2401.0,3444.391606,2024-08-28
161024,2024-08-28,3805.499325,6131.373505,9285.124034,2401.0,19100.917103,2024-08-28
161028,2024-08-28,8580.36008,25168.527613,41994.073345,2401.0,82168.535513,2024-08-28
164402,2024-08-28,4568.9312,7577.683682,12344.656224,2401.0,33131.955745,2024-08-28
164906,2024-08-28,11897.45151,14309.840435,38854.00856,2401.0,41411.978096,2024-08-28
166016,2024-08-28,9487.719972,54410.782534,7374.240965,3849.17386,11003.152731,2024-08-28
168204,2024-08-28,11344.178781,9168.056855,11063.905391,2401.0,32301.904874,2024-08-28
530028,2024-08-28,13539.178817,250742.523995,12601.088962,7392.608048,8839.369056,2024-08-28
000086,2024-08-29,2219.570247,1349.977361,7771.25253,4930.006059,5686.588598,2024-08-29
000192,2024-08-29,5630.504783,12466.60841,3957.963507,2708.295429,4491.315343,2024-08-29
000385,2024-08-29,2782.960779,2928.234964,2558.533059,2422.899214,2793.066582,2024-08-29
000402,2024-08-29,2787.2305,2712.325653,3148.398997,2560.652338,3338.427665,2024-08-29
000965,2024-08-29,1528.817161,1819.117355,2550.055944,2401.0,2853.112815,2024-08-29
001016,2024-08-29,3318.481187,2110.91647,5133.456825,2401.0,5198.448043,2024-08-29
001316,2024-08-29,4980.059317,20264.498087,7134.762458,3320.060582,7086.725471,2024-08-29
001338,2024-08-29,10614.610169,17495.076665,6470.721761,3349.024059,8950.277981,2024-08-29
001407,2024-08-29,1409.810681,1580.567401,2473.05548,2401.0,2567.716601,2024-08-29
001480,2024-08-29,3442.851207,2502.730215,6879.036147,2401.0,15688.878203,2024-08-29
050027,2024-08-29,12375.502616,16466.994948,11475.751908,4943.428158,9970.357519,2024-08-29
100050,2024-08-29,18922.301031,1894.57816,8172.502654,4186.139193,7648.334359,2024-08-29
160717,2024-08-29,2664.869084,1662.557528,3357.501174,2401.0,3483.245051,2024-08-29
161024,2024-08-29,3906.975975,4125.816208,9480.097686,2401.0,19694.315173,2024-08-29
161028,2024-08-29,9874.70717,29966.227714,43470.504256,2401.0,87141.070052,2024-08-29
164402,2024-08-29,5383.838263,5604.346535,12868.118093,2401.0,33902.66681,2024-08-29
164906,2024-08-29,16234.384869,11795.833324,36882.372831,2401.0,43189.3466,2024-08-29
166016,2024-08-29,87948.087869,12926.642002,6481.318155,3482.538625,11543.56883,2024-08-29
168204,2024-08-29,5068.169868,7445.975545,10961.473581,2401.0,32501.823509,2024-08-29
530028,2024-08-29,24312.104072,41893.219371,10382.204037,5347.503986,8620.376911,2024-08-29
000086,2024-08-30,2384.151867,1361.171914,7988.125396,4855.124874,5858.956608,2024-08-30
000192,2024-08-30,6839.199299,4075.891962,3973.504885,2704.763298,4660.857649,2024-08-30
000385,2024-08-30,2280.934188,2671.028199,2583.964405,2427.137772,2810.727239,2024-08-30
000402,2024-08-30,2081.870108,2610.569506,3209.858083,2567.010174,3396.354619,2024-08-30
000965,2024-08-30,1555.85546,1577.865419,2576.900142,2401.0,2967.553871,2024-08-30
001016,2024-08-30,3604.677255,2647.981804,5620.184528,2401.0,5670.340793,2024-08-30
001316,2024-08-30,6927.14225,6710.58768,7940.08841,3436.620917,7714.032002,2024-08-30
001338,2024-08-30,9450.991189,10375.671858,6987.825793,3385.758225,9758.429637,2024-08-30
001407,2024-08-30,1418.221158,1370.22169,2470.936201,2401.706426,2576.900142,2024-08-30
001480,2024-08-30,5668.495636,3999.381661,7894.877128,2401.0,18616.30868,2024-08-30
050027,2024-08-30,12215.31979,12497.814233,11951.17679,4834.638512,10661.948841,2024-08-30
100050,2024-08-30,16878.910348,2873.682549,8406.32975,4133.157222,7856.023683,2024-08-30
160717,2024-08-30,1678.935992,1443.6986,3541.878432,2401.0,3669.035161,2024-08-30
161024,2024-08-30,3457.927611,6823.787911,11050.483291,2401.0,22787.755824,2024-08-30
161028,2024-08-30,12796.415284,55370.808265,54365.716671,2401.0,103559.123072,2024-08-30
164402,2024-08-30,6686.169758,8196.141081,15135.746431,2401.0,39508.865715,2024-08-30
164906,2024-08-30,13286.055533,9232.583911,44170.572693,2401.0,52117.161843,2024-08-30
166016,2024-08-30,88518.73735,13545.593695,6384.537756,3379.400389,11692.624774,2024-08-30
168204,2024-08-30,5516.060472,11972.922558,11980.846694,2401.0,37265.962297,2024-08-30
530028,2024-08-30,34999.493255,19412.851567,10376.552627,5146.172498,8923.433782,2024-08-30
000086,2024-08-31,1898.187559,1349.977361,6106.205804,4101.36804,3666.209456,2024-08-31
000192,2024-08-31,5916.697979,1590.505086,3389.290356,2600.212209,3072.811386,2024-08-31
000385,2024-08-31,2031.719197,1843.872646,2547.230239,2426.431346,2542.991681,2024-08-31
000402,2024-08-31,1862.490226,1444.270111,2925.168295,2504.844662,2745.029595,2024-08-31
000965,2024-08-31,1382.582836,1414.267456,2532.395287,2401.0,2555.000928,2024-08-31
001016,2024-08-31,3275.765387,1354.696672,4588.802169,2401.0,3252.950086,2024-08-31
001316,2024-08-31,2320.799262,2751.54135,6424.804053,3294.629236,4166.359257,2024-08-31
001338,2024-08-31,3968.68861,3358.099764,5396.247399,3192.903852,4617.05922,2024-08-31
001407,2024-08-31,1355.396064,1349.977361,2442.67915,2401.0,2475.174759,2024-08-31
001480,2024-08-31,1525.601052,1401.838468,5685.175745,2401.0,6907.999624,2024-08-31
050027,2024-08-31,12537.611032,7100.400407,8990.544278,4164.239978,5722.616338,2024-08-31
100050,2024-08-31,2718.163005,2504.408604,6106.205804,3568.72263,4742.09667,2024-08-31
160717,2024-08-31,1495.225699,1361.242411,3181.601032,2401.0,2803.662976,2024-08-31
161024,2024-08-31,1910.764694,1524.57242,7843.30801,2401.0,8095.50219,2024-08-31
161028,2024-08-31,2946.983785,4333.399248,35407.354772,2401.0,31940.921048,2024-08-31
164402,2024-08-31,1617.822124,1671.509009,10180.166123,2401.0,12579.896173,2024-08-31
164906,2024-08-31,2045.289743,2485.097593,30196.048153,2401.0,17802.505613,2024-08-31
166016,2024-08-31,8211.497902,3660.735256,4739.977391,2935.764689,5440.045828,2024-08-31
168204,2024-08-31,1954.466751,1574.498833,8375.95342,2401.0,13521.562396,2024-08-31
530028,2024-08-31,13347.648739,11642.911994,8091.970058,4597.98571,4877.730515,2024-08-31
000086,2024-09-01,1806.839061,1349.977361,4417.140584,3477.593641,3065.040697,2024-09-01
000192,2024-09-01,2486.187727,2831.66457,2845.342126,2509.789646,2692.047625,2024-09-01
000385,2024-09-01,1966.120594,1836.69682,2456.807676,2412.30282,2469.523349,2024-09-01
000402,2024-09-01,1486.129809,2312.781098,2653.900606,2463.871938,2578.312995,2024-09-01
000965,2024-09-01,1363.358469,1410.123178,2451.156265,2401.0,2470.936201,2024-09-01
001016,2024-09-01,1547.96301,1430.563393,3600.511812,2401.0,2802.95655,2024-09-01
001316,2024-09-01,2253.284063,2560.185646,4076.64312,2800.837271,3209.858083,2024-09-01
001338,2024-09-01,2942.542996,3349.207401,3743.209919,2770.460941,3411.895997,2024-09-01
001407,2024-09-01,1349.977361,1370.141818,2420.779936,2401.0,2429.963477,2024-09-01
001480,2024-09-01,1377.155679,1518.455733,3422.492391,2401.0,4018.716166,2024-09-01
050027,2024-09-01,8246.773172,9160.108864,5698.597844,3393.528914,4297.754544,2024-09-01
100050,2024-09-01,2242.198751,2131.741142,4351.442941,3092.591322,3755.219166,2024-09-01
160717,2024-09-01,1418.83824,1475.456427,2739.378185,2401.0,2605.863619,2024-09-01
161024,2024-09-01,1491.226696,1789.01272,4532.288067,2401.0,4949.785994,2024-09-01
161028,2024-09-01,2063.592226,2725.365708,14942.892058,2401.0,15308.114441,2024-09-01
164402,2024-09-01,1473.295774,1839.509939,5194.209485,2401.0,6913.651034,2024-09-01
164906,2024-09-01,1795.198928,3765.093681,13138.679356,2401.0,8782.854954,2024-09-01
166016,2024-09-01,5344.254149,3509.422143,3958.669933,2668.735558,3837.87104,2024-09-01
168204,2024-09-01,1747.203578,2415.24677,5009.125801,2401.0,7656.811474,2024-09-01
530028,2024-09-01,11977.114087,16452.133775,5671.04722,3898.6237,3759.457724,2024-09-01
000086,2024-09-02,2554.036502,1352.220054,7005.48645,4265.965362,5625.129512,2024-09-02
000192,2024-09-02,14062.830802,4047.791543,3583.557582,2605.863619,4393.828517,2024-09-02
000385,2024-09-02,2807.382061,4071.491921,2533.808139,2419.367083,2721.717528,2024-09-02
000402,2024-09-02,2689.615868,1765.26677,2986.627381,2526.743877,3265.665759,2024-09-02
000965,2024-09-02,2501.852385,1554.322671,2516.147483,2401.0,2838.277863,2024-09-02
001016,2024-09-02,3304.814459,2334.944353,4728.674571,2401.0,4970.272356,2024-09-02
001316,2024-09-02,5661.398435,6540.928518,6010.838257,3065.747123,6518.758748,2024-09-02
001338,2024-09-02,9746.762702,5989.105996,5798.910375,3102.481289,8686.074554,2024-09-02
001407,2024-09-02,1384.927996,1358.893187,2458.220528,2401.0,2550.76237,2024-09-02
001480,2024-09-02,4164.686137,3240.266054,5822.928868,2401.0,14810.083918,2024-09-02
050027,2024-09-02,19006.784573,20433.554365,9696.264125,4159.294994,9651.75927,2024-09-02
100050,2024-09-02,6026.426664,2412.426064,7636.325112,3936.770718,7643.389375,2024-09-02
160717,2024-09-02,1952.472127,2046.426967,3217.628772,2401.0,3419.666686,2024-09-02
161024,2024-09-02,6469.3494,3946.182568,8037.575235,2401.0,19349.579151,2024-09-02
161028,2024-09-02,13813.604649,15738.261088,35486.474515,2401.0,84936.313652,2024-09-02
164402,2024-09-02,7462.02905,7588.199055,10531.259981,2401.0,33102.992268,2024-09-02
164906,2024-09-02,5209.147781,9266.831036,29262.15262,2401.0,41817.466777,2024-09-02
166016,2024-09-02,209460.832119,17752.712103,6868.439753,3539.052726,12323.463436,2024-09-02
168204,2024-09-02,10141.42468,13165.518432,9877.815678,2401.0,33824.253493,2024-09-02
530028,2024-09-02,58586.531582,27262.986755,8682.542423,4437.626946,8334.27427,2024-09-02
000086,2024-09-03,2506.43016,1349.977361,8242.438855,5088.95197,5950.085598,2024-09-03
000192,2024-09-03,12470.570457,5405.310145,3988.339836,2732.313922,4549.948724,2024-09-03
000385,2024-09-03,2228.458925,3290.052611,2568.423027,2427.844198,2791.653729,2024-09-03
000402,2024-09-03,3334.084397,4508.997742,3219.748051,2572.661584,3308.051335,2024-09-03
000965,2024-09-03,1592.615021,1664.272168,2549.349517,2401.0,2846.754979,2024-09-03
001016,2024-09-03,3380.567712,2242.552646,5268.384244,2401.0,5105.906201,2024-09-03
001316,2024-09-03,3973.524314,13881.025563,7263.33204,3372.336126,6926.366707,2024-09-03
001338,2024-09-03,7159.594537,9555.796115,6549.841504,3382.93252,8878.928927,2024-09-03
001407,2024-09-03,1351.700508,1351.846217,2461.046233,2401.0,2557.120206,2024-09-03
001480,2024-09-03,2620.774333,3256.092948,7039.394911,2401.0,15652.850463,2024-09-03
050027,2024-09-03,31600.415491,13945.748558,12189.94887,5105.199775,10370.19479,2024-09-03
100050,2024-09-03,18327.284075,3961.202346,9030.10415,4833.932086,7791.738892,2024-09-03
160717,2024-09-03,1494.272007,1544.883995,3406.244587,2401.0,3512.914954,2024-09-03
161024,2024-09-03,4335.37404,3880.618698,9875.696399,2401.0,20025.629095,2024-09-03
161028,2024-09-03,7106.782339,22301.364598,45875.179291,2401.0,90741.018341,2024-09-03
164402,2024-09-03,3149.334146,4965.112095,13299.03812,2401.0,34476.99137,2024-09-03
164906,2024-09-03,9779.883712,8155.045582,37047.676579,2401.0,43401.274482,2024-09-03
166016,2024-09-03,51976.947358,32937.696267,7575.572453,3807.49471,12379.977538,2024-09-03
168204,2024-09-03,9387.462043,4363.886714,11824.726487,2401.0,33829.904903,2024-09-03
530028,2024-09-03,89310.235399,22067.395562,11055.428275,5510.688455,8688.90026,2024-09-03
000086,2024-09-04,2702.851105,1350.539605,7841.188731,4742.09667,5781.249718,2024-09-04
000192,2024-09-04,12706.962628,3618.343007,3859.770255,2678.625525,4398.067075,2024-09-04
000385,2024-09-04,2539.121467,2353.788706,2561.358764,2422.899214,2763.396678,2024-09-04
000402,2024-09-04,3041.311432,3471.39531,3144.866866,2543.698107,3305.932056,2024-09-04
000965,2024-09-04,1842.381094,1479.668494,2548.643091,2401.0,2813.552944,2024-09-04
001016,2024-09-04,4826.503348,2300.387603,5029.612163,2401.0,4946.960289,2024-09-04
001316,2024-09-04,4980.795881,7479.404446,6819.69634,3210.564509,6573.859997,2024-09-04
001338,2024-09-04,5911.581314,6794.177787,6227.711123,3244.47297,8463.550278,2024-09-04
001407,2024-09-04,1364.476076,1352.607112,2459.633381,2401.0,2540.165976,2024-09-04
001480,2024-09-04,2666.00414,2921.773269,6453.76753,2401.0,14725.312766,2024-09-04
050027,2024-09-04,28820.498528,13908.932588,11366.255836,4680.637584,9997.908144,2024-09-04
100050,2024-09-04,16575.177947,3319.61077,8693.845243,4586.68289,7641.270096,2024-09-04
160717,2024-09-04,1526.045115,2378.817696,3324.299139,2401.0,3431.675933,2024-09-04
161024,2024-09-04,4250.542075,2737.607534,8902.94742,2401.0,18431.224996,2024-09-04
161028,2024-09-04,9242.499758,32770.657373,42724.518112,2401.0,84927.836537,2024-09-04
164402,2024-09-04,2820.862657,3245.217069,12050.076468,2401.0,32212.895164,2024-09-04
164906,2024-09-04,8479.109173,9231.822258,33664.601155,2401.0,40451.238364,2024-09-04
166016,2024-09-04,61524.074285,23401.741297,7644.802227,3767.228413,11913.736198,2024-09-04
168204,2024-09-04,6673.807149,5951.093089,10804.646948,2401.0,31501.523906,2024-09-04
530028,2024-09-04,69474.822327,36529.193318,9937.155485,4903.16186,8297.540104,2024-09-04
000086,2024-09-05,2794.907936,1349.977361,7750.766168,4751.986638,5584.156788,2024-09-05
000192,2024-09-05,11567.182908,5035.156203,3839.990319,2664.497,4333.782284,2024-09-05
000385,2024-09-05,2155.666776,3147.080237,2551.468796,2415.834952,2735.139627,2024-09-05
000402,2024-09-05,2123.524329,3217.624762,3133.564046,2545.11096,3291.097104,2024-09-05
000965,2024-09-05,1839.470925,1614.3567,2533.808139,2401.0,2801.543697,2024-09-05
001016,2024-09-05,9030.536672,2495.513153,4954.730978,2401.0,4990.758718,2024-09-05
001316,2024-09-05,3705.050169,6324.470076,6734.218761,3193.610279,6470.015335,2024-09-05
001338,2024-09-05,4979.486614,12082.613799,6175.435579,3279.794284,8336.393549,2024-09-05
001407,2024-09-05,1369.040358,1385.824791,2460.339807,2401.0,2541.578828,2024-09-05
001480,2024-09-05,3515.250554,3701.948233,6310.362997,2401.0,14661.734401,2024-09-05
050027,2024-09-05,47997.28996,17865.655162,11073.088932,4578.205775,9769.026032,2024-09-05
100050,2024-09-05,17103.019565,2085.088655,8537.725037,4400.186354,7493.627005,2024-09-05
160717,2024-09-05,1539.966793,1928.478218,3260.720775,2401.0,3385.051799,2024-09-05
161024,2024-09-05,4219.227172,3404.956591,8590.000581,2401.0,17990.415001,2024-09-05
161028,2024-09-05,9111.987692,18834.150923,40305.714552,2401.0,80627.113385,2024-09-05
164402,2024-09-05,3329.887557,4045.793667,11512.486074,2401.0,31612.432831,2024-09-05
164906,2024-09-05,8858.959289,10003.532828,32583.768957,2401.0,39236.8916,2024-09-05
166016,2024-09-05,31234.522275,39813.614465,7648.334359,3706.475753,11557.697356,2024-09-05
168204,2024-09-05,12572.260496,7459.223245,10812.417637,2401.0,30744.941368,2024-09-05
530028,2024-09-05,51687.294103,22144.715579,9619.970088,4820.509986,8113.869273,2024-09-05
000086,2024-09-06,2267.175288,1353.062228,7306.424042,4628.36204,5283.925622,2024-09-06
000192,2024-09-06,5789.032303,2854.726463,3695.879359,2632.001391,4162.827126,2024-09-06
000385,2024-09-06,2413.719942,2336.318699,2540.165976,2415.834952,2699.818314,2024-09-06
000402,2024-09-06,2219.177391,2713.192808,3048.086466,2521.092466,3206.325952,2024-09-06
000965,2024-09-06,1464.267943,1710.487312,2518.973188,2401.0,2792.360155,2024-09-06
001016,2024-09-06,2603.21844,2719.806661,4768.940868,2401.0,4816.271429,2024-09-06
001316,2024-09-06,3853.502966,6153.548302,6382.418477,3168.885359,6125.279313,2024-09-06
001338,2024-09-06,4016.613246,8627.706757,5927.479957,3192.903852,7791.738892,2024-09-06
001407,2024-09-06,1354.257161,1424.437441,2450.449839,2401.0,2523.918172,2024-09-06
001480,2024-09-06,4308.056894,7641.52034,5942.314909,2401.0,13532.15879,2024-09-06
050027,2024-09-06,12116.580669,13392.088879,10389.2683,4422.791994,9117.701007,2024-09-06
100050,2024-09-06,17133.03387,2067.726263,8734.817967,4513.214557,7134.762458,2024-09-06
160717,2024-09-06,1462.865203,1446.414617,3190.784574,2401.0,3341.25337,2024-09-06
161024,2024-09-06,4499.688898,3534.610768,8137.18134,2401.0,16761.233286,2024-09-06
161028,2024-09-06,9809.00171,11397.795385,35613.631244,2401.0,73247.784533,2024-09-06
164402,2024-09-06,4926.292885,5665.147636,10776.389897,2401.0,28775.424917,2024-09-06
164906,2024-09-06,4925.126075,5189.96102,29531.30103,2401.0,36182.304394,2024-09-06
166016,2024-09-06,13849.132214,59274.220012,7213.882201,3548.942694,10242.331635,2024-09-06
168204,2024-09-06,14744.499107,9441.418888,9889.118498,2401.0,28395.367582,2024-09-06
530028,2024-09-06,27814.32788,26372.287533,8956.635817,4658.73837,7576.985305,2024-09-06
000086,2024-09-07,1660.572007,1462.898691,5483.137831,3912.045799,3392.116062,2024-09-07
000192,2024-09-07,2156.527266,2259.343474,3183.013885,2567.716601,2906.801212,2024-09-07
000385,2024-09-07,1748.393091,2377.470335,2478.000464,2420.073509,2506.257515,2024-09-07
000402,2024-09-07,1482.227476,1959.821026,2800.837271,2493.541842,2673.680542,2024-09-07
000965,2024-09-07,1422.780618,1494.155884,2472.349054,2401.0,2513.321777,2024-09-07
001016,2024-09-07,1434.879227,1754.797619,3734.026378,2401.0,2956.957477,2024-09-07
001316,2024-09-07,1761.067059,4446.525134,4922.941796,3004.288037,3546.823415,2024-09-07
001338,2024-09-07,1433.089917,3744.984819,4391.709238,2915.984753,3795.485464,2024-09-07
001407,2024-09-07,1349.977361,1349.977361,2422.192788,2401.0,2433.495609,2024-09-07
001480,2024-09-07,1554.161302,2081.320543,4224.286212,2401.0,5006.300096,2024-09-07
050027,2024-09-07,6900.142424,12095.409525,7540.251139,3812.439694,5050.804952,2024-09-07
